DEGC1PV,DEGC2PV,DEGC3PV,DEGC4PV,DEGC5PV,DEGC6PV,DEGC1SV,DEGC2SV,DEGC3SV,DEGC4SV,DEGC5SV,DEGC6SV,NM3/H.1PV,NM3/H.2PV,NM3/H.3PV,NM3/H.4PV,NM3/H.5PV,NM3/H.6PV,NM3/H.1SV,NM3/H.2SV,NM3/H.3SV,NM3/H.4SV,NM3/H.5SV,NM3/H.6SV,TEMP,FC1,FC2,FC3,FC4,FC5,FC6,mmH2O
736,722.3,816.4,818.7,833.5,761.7,1050.2,1070,1200,1180,1120,1100,2281,2914,2408,4417,1900,3774,2303,2897,2484,4300,1900,3778,425.1,12.7,9.8,10.3,14.2,8.2,30.4,501
902.2,935.6,992.1,1016.8,1073.3,1052.7,1005,1070,1220,1210,1150,1245,2116,2279,3133,2647,1460,3612,1942,2235,2479,2500,1297,3598,523.2,8,7,15,11,3,28,600
1018.2,1048.6,1218.9,1192.2,1163.9,1188.1,1005,1070,1215,1200,1150,1130,3312,4145,4798,14642,1748,6376,3333,4169,4753,14817,1674,6361,501.5,12.4,15,20.1,36.3,5.7,46,618
885.8,904.7,992.2,981.5,1051.8,991.6,1005,1070,1210,1210,1140,1245,1976,2254,2983,3151,1514,4348,2200,2300,2239,3050,1516,4317,513.7,8,8,15,11.8,3.6,31.4,599
1057.6,1063.4,1228.9,1177.1,1181.7,1099.5,1005,1070,1200,1180,1160,1130,1963,2057,2086,4027,1299,4290,1871,2018,1689,4173,1052,4287,541.2,8,7,15,16.6,3,35.4,499
989.8,1047.9,1214.6,1201,1138.8,1162.1,1005,1070,1220,1210,1140,1245,3554,4139,4614,13889,1681,6556,3535,4169,4527,13993,1693,6548,537.8,16.7,18.8,19.6,37.6,7.7,49.9,600
987.5,1055,1213.1,1189.8,1131.6,1145.8,1005,1070,1220,1195,1150,1130,2995,3320,5849,12121,3821,6396,3191,3531,6164,12547,3967,6548,524.2,17.1,15.8,29.5,35.9,36.2,54.3,498
1061.2,1066.9,1243.6,1194.6,1162.6,1103.1,1005,1070,1210,1200,1140,1130,1662,2061,2276,5493,1294,4618,1604,1774,1845,5537,1050,4624,546.7,8,7,15,17.9,3,38.2,501
539,535.1,623.1,595.7,596.4,586.2,1005,1070,1210,1210,1140,1245,2296,2481,3113,4451,2142,1664,2200,2300,2239,2562,1298,1400,449.5,8,7.6,15,15,10,6,600
782.2,799.5,945.5,933.3,939.7,879.3,1005,1070,1210,1210,1140,1245,2217,2523,3340,3841,1602,3889,2200,2300,2239,3486,1516,3958,420.2,8,7,15,12,3,28.6,600
474.7,456.5,551.6,517.5,526.1,509.7,1005,1070,1210,1210,1140,1245,2365,2601,3483,4878,2374,1851,2200,2300,2239,2562,1298,1400,348.2,8,7.6,15,15,10,6,602
980.5,1052.9,1229.9,1207.6,1147.4,1143.2,1005,1070,1215,1205,1150,1245,2509,3014,2902,9405,1923,5470,2495,2943,2880,9335,1916,5457,531.6,9.7,10.2,16.1,24.9,10.4,43.7,606
1000.1,1058.6,1215.7,1203.7,1140.4,1163.5,1005,1070,1220,1210,1140,1245,3587,4182,5113,14868,2714,6556,3535,4169,5078,14817,2711,6548,538.9,16.4,14.6,21.1,37.1,18.6,49.3,601
1104.8,1106.6,1279.7,1241.5,1229.5,1264.1,1005,1070,1250,1230,1255,1245,3013,3039,3569,13213,4135,6380,2933,2952,2960,12793,4118,6316,559.3,14.8,13.3,18,32,36.4,51.8,600
1027,996.7,1235.8,1193.2,1163.9,1147.4,1005,1070,1215,1205,1150,1245,2508,2942,2815,10424,1917,5068,2495,2943,2880,10459,1916,5067,571.4,14.9,14,18.3,27.9,11.2,41.8,604
965.3,1024.5,1201.6,1186.2,1152.5,1186.3,1005,1070,1215,1200,1150,1130,3367,4165,7113,14873,2953,6497,3333,4169,7139,14817,2955,6548,497.9,12.6,14.2,28.4,35.5,20.1,48.1,619
1021,1006.2,1222.8,1186.3,1166.3,1143.8,1005,1070,1210,1200,1145,1130,2129,2640,2029,8088,1521,4637,1968,2419,1647,8261,1476,4551,498.7,9.4,8.5,15,24.3,3.5,34.8,618
968.1,1048.5,1205.6,1191,1131.4,1126.2,1005,1070,1220,1200,1140,1130,2378,2846,5232,10395,1640,5221,2526,2961,5579,10937,1822,5537,531.4,15.1,11.6,29.1,32.3,11.7,47.3,497
725.3,710.8,802.5,794.9,857.7,777.6,1050.2,1070,1200,1180,1120,1100,2333,2919,2485,4195,1901,3777,2303,2897,2484,4224,1900,3778,418.9,10,9.6,10,14.6,8.3,30.4,500
995.9,1065.5,1221.8,1208.5,1146.2,1172.6,1005,1070,1220,1210,1140,1245,3532,4084,5393,14914,2366,6543,3535,4169,5373,14817,2318,6548,526.6,12.5,17.8,21.5,34.9,13.5,48.3,600
1002,1062.7,1219.8,1210.1,1137.1,1163.1,1005,1070,1220,1210,1140,1245,3514,4176,5252,14481,2357,6541,3535,4169,5133,14567,2378,6548,531.4,13.6,17.9,20.4,36.7,14.2,48.6,602
1031.5,1015.5,1221.2,1169.6,1166.8,1153.6,1005,1070,1220,1190,1160,1230,2991,3293,3621,10315,2345,5823,3278,3411,3671,9923,2419,6029,544,18.1,17.2,20.6,27.4,19.2,53,500
546.4,542.7,630.2,603.7,603.4,594,1005,1070,1210,1210,1140,1245,2306,2469,3111,4437,2145,1656,2200,2300,2239,2562,1298,1400,456.4,8,7.6,15,15,10,6,600
1067.3,1057.6,1247.7,1205.8,1185.6,1131.2,1005,1070,1215,1200,1150,1130,1932,2240,2560,3478,1438,4288,1765,2207,2078,3546,1177,4287,537.9,7,7,15,14.1,3,32.7,620
997,1003.1,1231.2,1196.3,1159.9,1143.3,1005,1070,1215,1205,1150,1245,2478,2988,2843,10575,1909,5065,2495,2943,2880,10459,1916,5067,541.4,11.8,12.1,16,25.2,9.3,39.4,601
998.2,1006.6,1205.7,1193.3,1148.2,1143.6,1005,1070,1210,1200,1145,1130,3093,3801,4639,13617,1913,5927,3222,4020,4530,13526,1970,6080,518.9,15,15.8,20.4,32.2,10.2,45.2,619
982.6,1034.5,1206.9,1183.6,1135.1,1163.3,1005,1070,1220,1210,1140,1245,3688,4198,4404,15011,2282,6555,3535,4169,4442,14817,2316,6548,523,12.9,14,21,36.1,13.9,48.5,604
1016.7,1072.4,1210.3,1197.9,1156.4,1122.1,1005,1070,1210,1200,1145,1130,1767,2423,3417,6500,1713,4878,2077,2500,3722,7275,1855,5285,531.2,11.1,11.7,23.6,24.3,11.7,45,498
1046.9,1067.6,1225.4,1202.7,1164.4,1181.5,1005,1070,1220,1200,1160,1230,3509,3760,6724,12908,2622,6550,3535,3811,6708,12938,2627,6548,553.7,12.7,15,27.1,32.5,18.3,50.9,597
997.2,1068.7,1227.5,1200.1,1165.5,1148.8,1005,1070,1220,1195,1150,1130,2519,3005,3879,9288,1953,4509,2478,2952,3924,9260,1901,4534,528.7,12.3,11,21.2,25.7,11.2,37.4,500
1040.1,1042.9,1231.4,1207.2,1165,1175.4,1005,1070,1220,1200,1160,1230,3013,3181,3349,6235,1216,5526,2839,3176,2604,5727,1088,5144,561.7,9.8,12.9,18,16.5,3,46.1,493
1036.6,1053.1,1255.8,1207.4,1166.4,1176.1,1005,1070,1220,1205,1150,1245,2457,2923,3070,7668,2258,5577,2139,2690,2880,7864,2399,5979,517.7,8,9.9,15.7,21.7,14,44.8,601
830.8,838.9,925.4,923.7,959.4,916.9,1005,1070,1210,1210,1140,1245,2113,2401,3133,3751,1520,3976,2200,2300,2239,2615,1516,3958,480.3,8,7,15,12,3,29.1,602
867.6,876.3,956.3,953.6,1028.2,975.6,1005,1070,1210,1210,1140,1245,2019,2310,3023,3548,1501,4311,2200,2300,2239,2615,1290,4317,502.3,8,7,15,12,3,31.8,599
1009.5,1044.6,1267.7,1210.4,1155.5,1158.6,1005,1070,1210,1200,1145,1130,3209,4049,2273,10881,1902,5927,3097,3922,1970,10394,1850,5710,521.7,13.9,15,15,24.7,8,41.1,618
1012.4,1037.5,1219.6,1193.7,1148,1136.3,1005,1070,1215,1205,1150,1245,2548,2908,3644,10624,1917,5072,2495,2943,3628,10459,1916,5067,538.2,10.7,10.9,17.8,26.8,10.6,41.5,603
1013.6,981.6,1203.1,1142.6,1141.9,1082.9,1005,1070,1220,1200,1160,1130,1590,2023,3732,6070,1832,4923,1605,1892,3779,6101,1960,4947,560.9,8.1,7,20.8,21.4,13.2,42.2,491
696.1,701,760.8,789.6,759.9,792.3,1005,1070,1210,1210,1140,1245,2327,2426,2957,4234,2040,1612,2200,2300,2239,2562,1298,1400,517.9,8,7.6,15,15,10,6,601
994.6,1019.9,1217.5,1200.4,1133,1155.1,1005,1070,1215,1200,1150,1130,3353,4147,3615,14354,2303,6080,3333,4169,3586,14312,2299,6080,514.6,14.4,15.9,18,34,12.9,44.2,623
735.5,723.5,772.7,731.8,744.7,713.2,1005,1070,1215,1200,1140,1130,2652,2281,2651,3072,1601,3312,2600,2200,2001,2450,1600,3298,495.1,9.7,7,15,12,4.3,24.9,621
1003.1,1075.4,1218.4,1200.9,1138,1171.6,1005,1070,1220,1210,1140,1245,3497,4175,6787,14799,3221,6552,3535,4169,6906,14817,3238,6548,531.6,14.2,16.9,28.2,36.3,23.1,48,602
728.1,713.9,790.2,784.8,836.4,764.8,1050.2,1070,1200,1180,1120,1100,2324,2891,2484,4212,1899,3774,2303,2897,2484,4224,1900,3778,424,12,7.7,8.5,15.4,8.4,30.1,499
998,1014.4,1219,1192.9,1166.7,1189.9,1005,1070,1220,1200,1160,1230,3303,3632,3813,14144,1647,6532,3327,3587,3084,14320,1589,6548,516,12.5,15.5,18,39.5,7,53.1,499
994.3,1056.5,1212.7,1190.2,1153.6,1132.6,1005,1070,1220,1195,1150,1130,2453,2773,3403,7753,2767,5518,2316,2611,3497,7750,2656,5320,542.7,13.8,11.7,20.7,24.4,22.1,46.3,496
1004.9,1017.6,1218.6,1181.2,1161.3,1184.4,1005,1070,1220,1200,1150,1130,3363,4203,3839,14870,2123,6525,3333,4169,3896,14817,2036,6548,497.8,13.2,14.1,19.3,35.3,9.9,47.3,618
1140.1,1134.6,1233.2,1220.5,1139.2,1143.2,1005,1070,1220,1210,1140,1245,2127,2218,3022,5931,1625,5041,1942,2235,2833,6152,1626,5037,539.6,8,7.2,15,18.6,5.3,38.3,599
792.4,873.8,1090,1082.6,1041.8,1060.4,1005,1070,1215,1200,1140,1130,12116,14832,12907,15492,6411,9208,12114,14855,12820,15383,6410,9188,442.2,31.7,44.1,34.7,27.4,39.2,50.4,999
1004.4,1041.1,1219.7,1201.2,1180.1,1137.2,1005,1070,1215,1205,1150,1245,2538,2953,2897,8442,1918,4920,2495,2943,2880,8441,1916,4911,541,10.8,10,16.7,24.9,10.6,40.4,601
727.4,712.6,792.3,788.5,840.1,766.8,1050.2,1070,1200,1180,1120,1100,2287,2896,2489,4227,1902,3781,2303,2897,2484,4224,1900,3778,421.5,11.8,10,10.4,14.1,8.2,30.3,500
1045.1,1037.8,1254.8,1229.5,1156.6,1159.7,1005,1070,1215,1205,1150,1245,2525,2989,2987,8142,1917,5436,2495,2943,2880,8130,1916,5457,518,9.3,9.4,15,22.5,8.8,41.6,602
1003.2,1071.7,1219.3,1196.4,1163.3,1122.9,1005,1070,1220,1195,1150,1130,1841,2178,2600,5976,1293,4381,1765,2081,2442,5951,1031,4287,533.9,9.6,9.3,16,20.3,3,35.7,501
726.7,711.7,786.8,781.5,832.4,760,1050.2,1070,1200,1180,1120,1100,2268,2890,2484,4274,1896,3773,2303,2897,2484,4224,1900,3778,424.2,12,8.3,10.6,14.1,8.4,30.2,499
799,816.9,954,943.5,948.4,891.3,1005,1070,1210,1210,1140,1245,2201,2485,3297,3795,1590,3978,2200,2300,2239,3084,1516,3958,430.4,8,7,15,12,3,28.2,600
1088.7,1084.7,1243.7,1203,1152,1158,1005,1070,1220,1200,1160,1230,2473,2854,4110,6900,2475,6160,2425,2512,3413,7206,2400,5981,522.6,12.5,8.4,18,22,14,45.4,608
1000.7,1068.2,1226.9,1215.5,1135.2,1164.7,1005,1070,1220,1210,1140,1245,3518,4185,4457,13105,2457,6539,3535,4169,4431,13052,2496,6548,543.8,16.8,17.3,19,32.8,15.5,48.4,601
1015.9,1065.6,1218.6,1208.7,1139.3,1164.9,1005,1070,1220,1210,1140,1245,3508,4201,4516,13153,2136,6545,3535,4169,4523,13156,2140,6548,537.6,16.2,15.1,21.2,32.7,11.5,48.6,599
816.3,891.7,1073.6,1069.5,1006.1,1040.6,1005,1070,1215,1200,1140,1130,10337,12957,10901,13159,5534,7908,10331,12668,10933,13119,5466,7836,464.4,31.3,41.1,35,26.8,37.5,49.3,806
840.3,897.5,1116.6,1094,1057.8,1072.8,1005,1070,1215,1200,1140,1130,12051,14889,12822,15289,6413,9134,12114,14855,12820,15383,6410,9188,432.7,33.3,43.7,35.7,29.9,38.9,50.5,998
995.7,1063.1,1228.4,1202.9,1135,1171.9,1005,1070,1220,1200,1140,1130,3318,3940,6314,12802,3835,6247,2989,3625,6302,12837,3750,6015,535.4,13.9,14.6,28.9,35.6,32.2,48.9,502
980.3,1034.1,1214.3,1178.5,1156.2,1163.7,1005,1070,1220,1190,1160,1230,3438,3578,5715,11456,2615,6501,3535,3811,5761,11524,2627,6548,529.3,18.2,17,26.8,31.9,19.8,53.9,501
1027.3,1012.2,1211.4,1185.7,1143.1,1142.8,1005,1070,1215,1200,1140,1130,2856,3554,2594,12688,1430,5160,2828,3543,2106,12573,1449,5240,537.5,11.9,12.6,15,29.4,3.5,39.2,617
966.6,1046.5,1196,1180.8,1135.5,1166.3,1005,1070,1220,1200,1145,1130,3189,3842,6928,13393,3791,6283,3151,3820,6961,13644,3903,6373,520.7,15.4,16.7,30.2,38.3,34.2,51.6,503
986.6,1030.9,1217.1,1192.6,1149,1130.7,1005,1070,1215,1205,1150,1245,2464,2927,3691,10382,1912,4897,2495,2943,3719,10459,1916,4911,531.8,10.2,12.9,18.8,27.2,9.1,38.6,600
543.9,484.2,657.1,673.8,631.7,628.5,1005,1070,1210,1210,1140,1245,2400,2683,3560,4003,2426,0,2200,2300,2239,3227,1298,1368,330.4,8,7.6,15,12,10,5.5,601
867.3,851.4,1109,1083.1,1060.2,1008,1005,1070,1215,1200,1140,1130,2629,2291,2541,4306,1700,4303,2600,2200,2001,4261,1700,4287,489,9.8,7,15,14.2,5.9,31.5,602
557.6,554.8,641.4,615.7,614.5,605,1005,1070,1210,1210,1140,1245,2329,2461,3082,4385,2113,1652,2200,2300,2239,2562,1298,1400,466.8,8,7.6,15,15,10,6,600
1017,1030.5,1220.8,1210.8,1153.4,1122.1,1005,1070,1215,1205,1150,1245,2553,2961,2877,8540,1919,5189,2495,2943,2880,8328,1916,5301,552.3,11,10.1,17.9,22.7,10.8,43.8,598
1046.9,1046.2,1181.8,1171.4,1162.2,1094.6,1005,1070,1210,1190,1160,1130,1779,1950,1674,6711,1178,4270,1871,2018,1870,6890,972,4287,570.3,9.9,7.9,17.8,23.4,3,37.8,498
821.8,829.2,920.5,919.3,958.2,906,1005,1070,1210,1210,1140,1245,2131,2422,3190,3800,1539,3967,2200,2300,2239,2615,1516,3958,467.4,8,7,15,12,3,28.9,602
1133.1,1120.5,1271.9,1246.6,1260.6,1239.8,1005,1070,1220,1200,1255,1245,2218,2092,2519,2980,2785,5164,1775,1720,1996,2377,2786,5201,538,8,7,15,12,20.3,42,602
1050.7,1042.6,1260.7,1231.8,1159.1,1160.3,1005,1070,1215,1205,1150,1245,2485,2899,2974,7516,1914,5434,2495,2943,2880,7549,1916,5457,518.6,9.3,9.9,15,20.5,8.8,41.6,598
1056,1067.1,1238.9,1206.5,1153.5,1110.1,1005,1070,1210,1200,1140,1130,1706,2105,2324,4965,1309,4606,1604,1766,1883,4863,1062,4624,528.5,8,7,15,16.1,3,37.6,499
998.4,1023.4,1210.6,1178,1155.7,1140.4,1005,1070,1210,1200,1145,1130,2566,3182,2116,10539,1900,5799,2697,3278,1780,11306,1970,6080,537.3,13.6,12.8,15,30.6,10.3,45.6,619
884.1,894.5,983.3,976.3,1049.9,991.6,1005,1070,1210,1210,1140,1245,2010,2271,2980,3055,1516,4331,2200,2300,2239,3050,1516,4317,509.1,8,7.1,15,12.4,3.3,31.6,601
704.5,667,698.9,669.4,667.9,654.6,1005,1070,1215,1200,1140,1130,2570,2501,2719,3233,1601,3273,2600,2200,2001,2450,1600,3298,487.5,9.6,7,15,12,4,24.4,618
996.8,1053,1217.2,1209.9,1142.6,1162.9,1005,1070,1220,1210,1140,1245,3565,3676,3864,13973,2108,6535,3535,4169,3960,13875,2085,6548,533,17.7,16.9,21.2,35.4,12.1,50.6,598
1024.7,1051.2,1234,1210.7,1163,1181.7,1005,1070,1220,1200,1160,1230,3584,3844,3792,14219,1391,6550,3535,3811,3706,14150,1367,6548,538.7,17.6,14.8,18,37.6,4.3,53.6,502
1061.9,1051.5,1238.9,1192.7,1189,1138.7,1005,1070,1215,1200,1150,1130,1905,2260,2579,4583,1445,4284,1765,2207,2087,4733,1174,4287,530.4,7,7,15,16.6,3,32.8,620
1066,1077.1,1219,1194.5,1158.7,1097.6,1005,1070,1200,1190,1130,1130,1842,2045,1884,5210,1212,4293,1871,2018,1526,5229,979,4287,559.1,9.1,7,15,18.3,3,37.7,500
762.6,764,819.9,782.2,797.7,770.9,1005,1070,1215,1200,1140,1130,2630,2262,2605,3010,1602,3302,2600,2200,2001,2450,1600,3298,501.7,11.8,7,15,12,4.5,25.2,620
1009,1034.1,1233.8,1209.7,1205.1,1170.4,1005,1070,1210,1200,1145,1130,1941,2261,2268,5611,1440,4301,1765,2207,1842,5662,1389,4287,536,7,7,15,17.5,3,32.8,622
1034.5,1049.6,1229.3,1205.2,1160.6,1154.2,1005,1070,1215,1200,1150,1130,2488,3198,2516,9252,1465,4736,2456,3025,2039,9358,1196,4547,509,9.6,10.2,15,25.4,3,34,620
725.7,706.9,807.8,797.7,854.3,777.3,1050.2,1070,1200,1180,1120,1100,1817,2527,2005,2876,1419,3759,1881,1515,2000,2247,1424,3778,412.4,10.8,7,8,13,8.6,39.1,272
1020.2,1033.5,1257.4,1202,1161,1143.8,1005,1070,1210,1200,1145,1130,2409,3104,2375,11186,1875,5770,2735,3297,2003,11423,1971,6077,499.7,13.1,12.8,15,29.6,8.8,42.9,624
1002.8,1063.1,1223.4,1211.8,1145.7,1169.6,1005,1070,1220,1210,1140,1245,3584,4090,4357,13110,2012,6532,3535,4169,4315,13099,1979,6548,549.2,16.4,14.9,19.5,34.4,10.6,50,597
990.3,1055.2,1222.5,1193.6,1138,1167.7,1005,1070,1220,1195,1150,1130,3463,3851,6817,13890,4252,6550,3458,3828,6732,13687,4185,6419,519.6,17.6,17,30,36.1,37.1,51.8,505
987.6,1058.5,1222.5,1199.3,1131.1,1158.9,1005,1070,1220,1200,1140,1130,3167,3839,7124,13812,3840,6497,3232,3930,7090,13993,3922,6548,531.6,17.2,17.5,29.9,39.3,35,53.8,500
727.3,713.1,788.7,784,836.1,762.9,1050.2,1070,1200,1180,1120,1100,2289,2908,2443,4219,1901,3777,2303,2897,2484,4224,1900,3778,424.1,11.5,7.6,10.6,15.5,8.3,30.2,501
993.7,999,1210.7,1182.8,1144.7,1162.8,1005,1070,1215,1200,1150,1130,3337,4176,4060,14717,2379,6531,3333,4169,3973,14817,2400,6548,499.8,14.7,15.8,19,36.9,14,47.7,618
960.1,1033,1205.6,1183.8,1145.6,1174.4,1005,1070,1215,1200,1150,1130,3329,4144,7123,14841,2628,6541,3333,4169,7139,14817,2627,6548,499.7,12.3,16.9,27.4,35.1,16.2,46.9,619
998.6,1053.5,1220.9,1197.3,1167.5,1180,1005,1070,1220,1200,1160,1230,3502,3781,7085,12972,2623,6543,3535,3811,7124,12849,2627,6548,549.4,19.1,18.6,30.5,34,20.5,54.5,498
1009,1023.6,1209.3,1188.6,1170.3,1181.8,1005,1070,1220,1200,1160,1230,3515,3803,3777,14756,1368,6533,3535,3811,3711,14817,1370,6548,525.4,17.5,17.3,18,40.5,4,53.3,500
995.4,976.6,1194.6,1149.2,1140.2,1098.7,1005,1070,1220,1200,1160,1130,1507,1933,4105,6760,2333,5176,1776,2050,4143,6687,2513,5336,566.4,11.2,7.9,22.8,21.4,20.9,46.9,494
1009.7,1059.5,1248.7,1202.2,1167.3,1172.6,1005,1070,1220,1205,1150,1245,2212,2703,2859,8310,2628,6562,2139,2690,2880,8299,2627,6548,528.8,8,9.9,15.6,22.2,16.6,48.7,602
863.3,887.2,993.8,962,1026,1004.8,1005,1070,1215,1200,1140,1130,2583,2294,2618,2961,1600,3303,2600,2200,2001,2450,1600,3298,506.2,12.8,7,15,12,4.6,25.4,620
726.2,710.7,787.1,783.6,832.5,760,1050.2,1070,1200,1180,1120,1100,2296,2864,2492,4258,1903,3776,2303,2897,2484,4224,1900,3778,424.4,12.6,9.3,9.5,14.7,8.3,30.2,500
1109.7,1082.6,1244.7,1170.9,1187.8,1106.3,1005,1070,1200,1180,1160,1130,2015,2096,2113,2573,1319,4290,1630,1772,1700,2620,1044,4287,527.2,8,7,15,13,3,35.1,501
549.9,546.6,633.9,608.3,607.1,597.7,1005,1070,1210,1210,1140,1245,2320,2463,3109,4434,2138,1652,2200,2300,2239,2562,1298,1400,459.8,8,7.6,15,15,10,6,598
990.8,1049,1216.5,1191.8,1165.9,1180.7,1005,1070,1230,1200,1160,1230,3479,3693,6824,12312,2626,6546,3535,3811,6803,12452,2627,6548,545.8,18.3,17,29,35.3,20.2,54.3,499
858.1,842,1091.7,1065.7,1046.1,989.1,1005,1070,1215,1200,1140,1130,2615,2249,2424,4283,1698,4258,2600,2200,2001,4261,1700,4287,497.3,9.7,7,15,14.3,6.5,32.5,601
1135.3,1129.7,1234.6,1219,1133.1,1145,1005,1070,1220,1210,1140,1245,2122,2239,3422,6837,1643,5244,1942,2235,3154,6710,1617,5037,538.5,8,7,15,20.9,5,38,597
886.9,882.8,1113.7,1087,1066,1012.2,1005,1070,1215,1200,1140,1130,2665,2269,2539,4438,1701,4269,2600,2200,2001,4261,1700,4287,503.5,10.9,7,15,13.8,5.9,31.8,600
993.5,1049.2,1213,1195.4,1160.5,1145.9,1005,1070,1215,1205,1150,1245,2465,2903,2864,8005,1912,5448,2495,2943,2906,8072,1916,5457,553.3,13.9,10.9,16.3,22,9.5,42.3,600
965,1007.4,1183.7,1192.5,1150.2,1170.9,1005,1070,1215,1200,1150,1130,3352,4204,5252,14873,1806,6076,3333,4169,5580,14817,1801,6080,511,14.7,15.8,26.1,35.9,7.6,45.1,622
1056.5,1062.7,1242.1,1203.6,1162.8,1109.6,1005,1070,1210,1200,1140,1130,1714,2105,2337,5440,1307,4620,1605,1766,1890,5328,1064,4624,520.2,8,7,15,16.7,3,37.2,501
682.8,554.4,873.3,830.7,923.1,775.9,1005,1070,1210,1210,1140,1245,2427,2683,3584,4047,1748,2507,2200,2300,2239,3399,1516,2518,339.9,8,7.6,15,12,3,13,600
1090.9,1087.6,1221.9,1190.3,1157.7,1096.4,1005,1070,1200,1190,1130,1130,1847,2038,1878,4823,1226,4292,1871,2018,1528,4833,998,4287,548.3,10.1,7,15,18.1,3,37.5,500
515.8,505,598.6,547.2,572.7,554.9,1005,1070,1210,1210,1140,1245,0,0,0,0,0,0,2200,2300,2239,2562,1298,1400,424.7,8,7.6,15,15,10,6,4
1015.6,1007.1,1248.9,1182.9,1163.5,1116.7,1005,1070,1220,1200,1160,1130,1930,2081,2178,4437,1303,4620,1561,1686,1764,4358,1274,4617,539.2,8,7,15,16.8,3,37.6,500
956.6,1043.7,1200.9,1183.4,1134.2,1156.6,1005,1070,1220,1200,1145,1130,3002,3699,7040,13821,3426,6580,3232,3930,7139,13993,3484,6548,523,15.6,16.7,31.8,40,30.2,54,502
844.5,817.7,981.9,957.5,903,831.7,1050.2,1070,1200,1180,1120,1100,1951,2879,2239,4919,1835,4218,1406,2897,2181,4820,1768,4206,433.9,10,9.2,8,15.1,8,33.7,501
888.4,877.7,1066.1,1029.4,926.6,871.4,1050.2,1070,1200,1180,1120,1100,1940,2897,2734,5276,1820,4632,1406,2897,2732,5264,1769,4634,441.7,10,10.6,11.1,15.4,8,36.7,501
733.2,675.1,815.8,810.8,773.7,715.8,1005,1070,1215,1200,1140,1130,2614,2347,2648,2327,1596,3292,2600,2200,2001,2268,1600,3298,465.1,11.6,7,15,10.3,3.9,24.3,600
996.7,1058.4,1220.6,1208.4,1136.7,1159.8,1005,1070,1220,1210,1140,1245,3468,4164,4722,13275,1942,6559,3535,4169,4669,13200,1959,6548,534.2,15.6,17,20.1,31.1,9.6,47.7,597
1041.4,1064.3,1221.3,1206.4,1179.8,1176.9,1005,1070,1210,1200,1145,1130,2493,3190,2006,7925,1666,5095,2362,3052,1513,7559,1562,4817,502.5,12.3,12.1,13,19.3,5.2,36.8,621
1002.9,993.2,1228.7,1197.4,1164,1145.6,1005,1070,1215,1205,1150,1245,2468,2893,2813,10518,1910,5072,2495,2943,2880,10459,1916,5067,554.8,13.8,13.3,18.4,26.9,9.7,39.8,600
1005.7,1055,1224.1,1211.4,1142.1,1168.8,1005,1070,1220,1210,1140,1245,3572,4156,4906,14134,2367,6546,3535,4169,4857,14205,2344,6548,547.3,17.3,18.4,19.9,36.2,14,48.6,599
979.4,1030.8,1212.2,1194.1,1136.7,1159.3,1005,1070,1220,1210,1140,1245,3578,4290,3994,14757,2098,6510,3535,4169,3932,14817,2144,6548,532.3,16.6,16.2,19,39.1,13.1,50.2,604
1023.6,1039.6,1217.9,1190,1162.7,1149.1,1005,1070,1215,1205,1150,1245,2469,2940,2807,9661,1913,5464,2495,2943,2880,9828,1916,5457,572.6,14.7,13.8,18.7,28,11.2,44.7,602
915.2,908.8,1129.4,1107.9,1072.1,1024.6,1005,1070,1215,1200,1140,1130,1677,2153,2132,4254,1390,4286,2600,2200,2001,4261,1700,4287,500.1,8,8.7,13,16.1,3,35.1,501
838.1,844.1,928.5,926.4,963.4,922.7,1005,1070,1210,1210,1140,1245,2074,2427,3088,3633,1515,3941,2200,2300,2239,2615,1516,3958,487.7,8,7,15,12,3.1,29.4,599
1056.6,1065,1238.9,1198.8,1165.2,1098.9,1005,1070,1220,1200,1160,1130,1968,2024,2220,5097,1286,4617,1871,2018,1797,5085,1035,4617,542.8,8,7,15,17.3,3,38.2,500
1001,1070,1241.9,1213.5,1174.2,1176.8,1005,1070,1220,1205,1150,1245,2298,2957,3192,7901,2295,6170,2318,2914,3119,7891,2299,6174,555.1,14.1,10,16,21.4,13.9,47.2,599
985.8,1051.4,1230.4,1208.3,1148.1,1145.1,1005,1070,1215,1205,1150,1245,2503,2992,2977,9593,1918,5482,2495,2943,2880,9639,1916,5457,539.2,9.6,11.6,17,26.3,10.8,43.9,601
1001.8,1073.4,1221.4,1211.7,1143.8,1174.6,1005,1070,1220,1210,1140,1245,3508,4165,5478,14709,2686,6548,3535,4169,5431,14702,2658,6548,535.7,15.7,17.9,23.2,35.7,17,48.2,598
1027.5,1050.5,1239.8,1209.9,1164.2,1174.7,1005,1070,1215,1200,1150,1130,3329,4079,2653,11294,1640,6213,3258,4071,2164,11531,1634,6205,505.8,13.7,13.5,15,28.6,5.3,45.1,619
954.9,1046.1,1220.4,1199.7,1130.5,1137.2,1005,1070,1220,1200,1145,1130,2642,3148,5356,10946,2607,5817,2590,3112,5291,11027,2696,5802,565.1,15.2,15.1,26.3,33.9,23.5,50.8,501
865.3,872.1,954.1,952.4,1033.9,975.8,1005,1070,1210,1210,1140,1245,2029,2332,3039,3553,1503,4314,2200,2300,2239,2615,1289,4317,500.3,8,7,15,12,3,31.9,599
